address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
Челябинск,Филиал РТРС Челябинский ОРТПЦ,,24 сентября 2020," Обязанности: Выполнение работ по обслуживанию, ремонту, монтажу, пуско-наладке систем электроснабжения 0,4 кВ, дизель-генераторных установок, автоматического ввода резерва 0,4 кВ. Выполнение работ по обслуживанию, ремонту, монтажу, пуско-наладке слаботочных систем. Выполнение работ по техническому обслуживанию, ремонту, монтажу систем вентиляции и кондиционирования. Выполнение работ по обслуживанию, ремонту, монтажу, пуско-наладке систем мобильной связи и антенно-фидерных устройств Требования: высшее электротехническое образование; наличие опыта работы по обслуживанию, ремонту, монтажу, настройке систем электроснабжения, ОПС, СКУД, климатического оборудования, систем мобильной связи, антенно-фидерных устройств; знание нормативных актов, умение работать с чертежами и проектно-сметной документацией; опыт самостоятельной работы инженером в указанной области; умение осуществлять подбор оборудования; аккуратность, исполнительность, не конфликтность; умение работать эффективно в условиях многозадачности. Условия: трудоустройство согласно ТК РФ (официальная заработная плата, пенсионные отчисления) пятидневная рабочая неделя (с 8-00 до 17-00), выходные дни - суббота, воскресенье рабочее место по адресу: ул. Орджоникидзе, 54В готовность к систематическим служебным командировкам (в пределах Челябинской области), продолжительность 2-5 дней выплата материальной помощи к отпуску (1 раз в год) материальная помощь на рождение ребенка, на собственную свадьбу, многодетным родителям (3 и более несовершеннолетних ребенка) частичная оплата санаторно-курортного лечения частичная оплата стоимости получения образования частичная оплата стоимости содержания детей в дошкольных учреждениях (детсад), частичная оплата стоимости путевки в детский оздоровительный лагерь полис ДМС (дополнительные медицинские услуги, оплачиваемые предприятием) подарки детям к 1 сентября, Новому году выплаты к юбилейным датам, праздничным датам (23 февраля, 8 марта, 7 мая ""День Радио"", 13 августа ""День образования РТРС"") страхование от несчастных случаев и др. ",,1–3 года,Инженер группы технического сервиса,,,40000,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39431247
Магнитогорск,МП Магнитогорский городской транспорт,,24 сентября 2020, Обязанности: контроль за эффективной работой информационной инфраструктуры предприятия ; информационная безопасность предприятия; Разработка и внедрение предложений по развитию и совершенствованию программного обеспечения; Осуществляет оперативную поддержку пользователей Требования: Высшее профессиональное образование Стаж работы не менее 3 лет Условия: Официальное трудоустройство ,,1–3 года,ИТ-специалист,,40000,30000,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39419625
Челябинск,НТЦ Комплексные Системы,"работа в комфортабельном офисе;,трудоустройство в соответствии с трудовым законодательством РФ;,премия по итогам года;,страховка Дополнительного Медицинского Страхования (ДМС).",15 октября 2020," Обязанности : Разработка ПО. Front-end, Back-end. Требования: высшее образование; знание ООП и структур данных; опыт разработки на C# не менее восьми лет; знание .NET Framework; опыт работы с Visual Studio; Знание XML и SQL на хорошем уровне; умение работать с системами контроля версий. Условия : работа в комфортабельном офисе; трудоустройство в соответствии с трудовым законодательством РФ; премия по итогам года; страховка Дополнительного Медицинского Страхования (ДМС). ","Разработка ПО. Front-end, Back-end.",более 6 лет,Программист C#,"высшее образование;,знание ООП и структур данных;,опыт разработки на C# не менее восьми лет;,знание .NET Framework;,опыт работы с Visual Studio;,Знание XML и SQL на хорошем уровне;,умение работать с системами контроля версий.",,120000,полный день,"MS SQL,SQL,MS SQL Server,C#,Visual Studio C#,MS Visual Studio,XML,ООП,SVN,Linux,PostgreSQL",Полная занятость,https://tyumen.hh.ru/vacancy/39841717
Челябинск,Флексайтс,,8 октября 2020," Web-студия Flexites ищет хорошего специалиста в области разработки и ведения интернет-проектов: Требуется обрабатывать входящие заявки на разработку и продвижение сайтов. Проводить презентации продукта, выявлять потребности клиента и писать КП. Вести проекты по разработке и продвижению сайтов и др. интернет-продуктов. Разбираться в основах SEO-оптимизации, настройке интернет-рекламы, продвижению в соцсетях. Вести клиента от первой заявки и сопровождать его по мере развития проекта. Условия: В течение 3-х месяцев Вы проходите обучение в нашей компании. Этот период является испытательным сроком, в который Ваш доход будет фиксированным и составлять 20 000 – 25 000 руб. в зависимости от результатов собеседования. Во время обучения Вы изучите продукты компании, получите опыт работы с текущими и новыми клиентами, опыт обработки лидов, научитесь составлять технические КП, а также пройдете специализированные курсы по контекстной рекламе и проектированию посадочных страниц. Начиная с 4-ого месяца Вы будете переведены на % от продаж (средний доход от 26 000 до 85 0000 – в зависимости от Ваших индивидуальных результатов). Общие требования: <ol> Ответственность: Вы полностью отвечаете за успешность сделки, ведете ее от первого контакта с клиентом до предоплаты. Коммуникабельность: Вы умеете находить общий язык с разными людьми, Вы терпеливы, Вы вежливы, Вы умеете слушать. Нацеленность на результат: для Вас главная цель – помочь клиенту решить его проблему. Умение убеждать: Вы можете понять точку зрения клиента и его мотивы и умеете сходу подобрать правильные аргументы. Аккуратность: Вы уделяете внимание мелочам. Стрессоустойчивость: Вы умеете работать под давлением клиентов, сроков и большого количества информации. Грамотность: речь, письмо. Желание учиться и развиваться. </ol> Специфические требования: <ol> Опыт общения с высшим руководством компаний - собственники, директора, управляющие. Понимание процессов веб-студии для планирования и формализации ТЗ (разработка сайтов от прототипирования до запуска, интеграции с различными сторонними сервисами и т.д.). Опыт b2b-продаж крупных продуктов, вашим преимуществом будет умение продаж в ИТ-сфере. Опыт написания продающих текстов – копирайтинг (желательно). Опыт создания интернет-кампаний в Яндекс.Директе и Google.Adwords (желательно). Приветствуется понимание основ программирования и вёрстки. </ol> Обязанности: <ol> Обработка входящих заявок (с сайта, по телефону), работа с возражениями. Проведение презентаций и консультаций по программным продуктам. Ведение деловой переписки, переговоров. Сбор первичных требований от клиентов и подготовка КП. Руководство командой специалистов на протяжении всего жизненного цикла проекта. Подготовка отчётов и встречи с клиентом по результатам проделанной работы. </ol> ",,1–3 года,"Менеджер проектов (разработка сайтов, интернет-маркетинг)",,85000,26000,полный день,"SEO,Управление проектами,Контекстная реклама,B2B Продажи,Деловое общение,Управление интернет-проектами,Internet Marketing",Полная занятость,https://tyumen.hh.ru/vacancy/39699246
Челябинск,Эксперт Плюс,,14 октября 2020, Обязанности: Руководство Call-центром Руководство отделом технической поддержки Организация работы отдела Координирование Требования: Обязательный опыт работы в сфере телекоммуникаций Опыт работы на руководящей должности Работа в режиме многозадачности Быстрая обучаемость Условия: Работа в стабильной компании Официальное трудоустройство Высокая заработная плата Работа в городе Южно-Сахалинск ,,3–6 лет,Руководитель отдела технической поддержки,,,100000,полный день,"Руководство коллективом,работа с физическими лицами,Многозадачность,Пользователь ПК,Управление персоналом,Работа с большим объемом информации",Полная занятость,https://tyumen.hh.ru/vacancy/39577712
Челябинск,ЛАНИТ-Технологии,,8 октября 2020," Сфера деятельности компании - разработка заказного программного обеспечения. Главная специализация Департамента – создание информационных систем федерального масштаба. Это не только разработка программного обеспечения, это реализация полного комплекса работ - от создания первоначальной концепции до эксплуатации и сопровождения созданных нами решений. Требования: Владение Microsoft Word (инструменты разметки документа, шаблоны и т.д.); Орфографическая и стилистическая грамотность, грамотная устная речь, аккуратность и ответственность в работе; Высшее/неполное высшее образование; Желание осваивать новые области и технологии; Приветствуется: Знание ГОСТ 34, 19; Знание текстового редактора, XML-редактора; Умение создавать, редактировать, иллюстрировать технический материал; Владение инструментами, необходимыми при разработке документации (простыми графическими редакторами, офисными пакетами). Обязанности: Участие в создании руководств пользователя и другой документации по проектам; Оформление технической, проектной и эксплуатационной документации; Участвовать в поддержании технической документации в актуальном состоянии. Условия: Стабильная заработная плата; Молодой дружный коллектив; Возможность профессионального роста; Социальный пакет (ДМС, корпоративный транспорт, специальные условия для сотрудников от компаний-партнеров); Офис ул. Кирова 159, БЦ Челябинск-СИТИ ",,1–3 года,Младший технический писатель,,,,полный день,"XML,Пользователь ПК,Грамотная речь,Грамотность,Документальное сопровождение",Полная занятость,https://tyumen.hh.ru/vacancy/39704232
Челябинск,Барановский Андрей Владимирович,,13 октября 2020," Обязанности: Внедрение финансовых отчетов на предприятии заказчика Внедрение проекта управленческого учета заработной платы Сопровождение программы Альфа-Авто у заказчика Требования: Базовые знания написания запросов на СКД. Знание основных объектов 1с - справочники, документы, регистры сведений и накопления Условия: Заработная плата в зависимости от уровня компетенции специалиста 5-дневная рабочая неделя с 09 до 18 с перерывом на обед. ",,не требуется,Стажер-программист 1С,,120000,50000,полный день,"1С: Предприятие 8,Финансовая отчетность,MS Access,1C: Финансы,MS Excel",Полная занятость,https://tyumen.hh.ru/vacancy/39572404
Челябинск,Город Этажей,,15 октября 2020," Твои обязанности: Консультации клиентов по вопросам приобретения/продажи объектов Проведение встреч и переговоров с клиентами Поддержание и развитие клиентской базы Сопровождение и ведение сделки от и до Координирование работы компании для клиента. Мы ждем от тебя: Грамотная речь , личное обаяние и умение располагать к себе людей Большое желание развиваться и зарабатывать Умение работать на результат Опыт в недвижимости не обязателен. Мы гарантируем вам: Неограниченный доход, один из самых высоких % за сделку Комфортный офис в центре города,а также обеспечение всем необходимым, для достижения высокого дохода Корпоративное обучение с опытным наставником Интересная корпоративная жизнь Премии и подарки по результатам работы. Работа в нашей компании - это возможность работать в свое удовольствие, являясь частью успешной команды, и имея высокий доход. ",,не требуется,Специалист по недвижимости,,,70000,гибкий график,,Полная занятость,https://tyumen.hh.ru/vacancy/39843596
Миасс,Ростелеком,,8 октября 2020," Зарабатывай 23 000 - 50.000 в месяц, работая 4 часа в день с плавающими выходными и гибким графиком В компанию ПАО ""Ростелеком"", которая занимает лидирующие позиции на рынке услуг высокоскоростного доступа в интернет и платного телевидения требуется постоянный сотрудник на позицию специалиста по работе с клиентами Наша компания нацелена на наращивание клиентской базы и в настоящий момент набирается дополнительная команда. Именно поэтому сейчас лучший момент для роста, ввиду чего и открыта данная вакансия. Итак что нужно любить, чтобы работать у нас: Дисциплину Трудолюбие Общение с людьми Чем нужно будет заниматься: - Консультировать абонентов по тарифам и условия подключения - Предлагать услуги компании по предоставленной базе клиентов - Оформлять заявки на подключение На каких условиях мы будем взаимодействовать: - Оплата за заявки + премия при выполнении плана. - Частичная - 4 часа или полная занятость в зависимости от ваших амбиций - Обучение продукту, продажам, стажировка и поддержка руководителя на всех этапах вашей работы Начни работать в федеральной компании, покажи результат и построй успешную карьеру. Мы ищем человека, который отвечает положительно на вопросы написанные ниже: 1.Вас мотивирует зарабатывать больше на потраченный час своего рабочего времени. Средняя стоимость 1 часа работы эффективного агента = 500 руб. 2.Вы ставите перед собой конкретные цели и любите их достигать 3.Вы привыкли к самостоятельной работе и готовы работать на результат Если вы положительно ответили на эти 3 вопроса, то смело нажимайте “Откликнуться” и записывайтесь на собеседование. ",,не требуется,Менеджер по работе с клиентами,,50000,23000,гибкий график,"Активные продажи,Холодные продажи,Навыки продаж,Прямые продажи,Работа в команде",Частичная занятость,https://tyumen.hh.ru/vacancy/39505091
Челябинск,ДАМАСКА,,3 октября 2020," Мы — Фабрика солнцезащитных систем DAMASKA. С 2011 года занимаемся профессиональным изготовлением и монтажом солнцезащитных систем: жалюзи всех типов, рулонные и кассетные шторы, плиссе, классические и римские шторы, маркизы, перголы. За последний год компания выросла в 2 раза, открыты новые филиалы в Ростове-на-Дону и Москве. В планах дальнейшее развитие, в связи с чем мы расширяем отдел маркетинга и открываем вакансию личного ассистента директора по маркетингу . Какой функционал необходимо будет выполнять: Маркетинговый блок (основной): осуществлять поиск и контролировать подрядчиков в сфере интернет-маркетинга (копирайтеры, SEO, SMM и др.) ; проводить аналитическую работу; самостоятельно выполнять задачи по сайтам и соц. сетям (создание контента и т.п.) Административный блок: присутствовать на совещаниях (ZOOM, Skype), фиксировать договоренности и отслеживать их выполнение; осуществлять треккинг задач команды; заниматься подготовкой аналитических отчетов, презентаций; решать текущие организационные вопросы; брать на себя организацию встреч, переговоров; выполнять личные поручения руководителя; подбирать и приобретать билеты и бронировать гостиницы на случай командировки руководителя. формирование ежедневной отчетности; Проведение телефонных собеседований при подборе личного персонала; Мы предлагаем: очень гибкий график, возможна работа в выходные и вечернее время (график подстраивается под график руководителя). На связи необходимо быть 24/7; возможность удаленной работы без присутствия в офисе; Для эффективного сотрудничества вам необходимо: обязательно иметь опыт в сфере интернет-маркетинга; отлично владеть компьютером: знание Google Docs, Zoom, почты; обладать навыками переговоров (с клиентами, партнерами, сотрудниками нашей компании); быстро ориентироваться в условиях недостаточной информации, в решении новых для вас задач; быть пунктуальным, деликатным и обладать системным мышлением. ",,не требуется,Личный помощник/ассистент руководителя (удаленно),,,10000,удаленная работа,"Google Docs,Грамотная речь,Аналитическое мышление,SEO,Консультирование,Cоциальный маркетинг,Пользователь ПК,Системное мышление,Internet Marketing",Полная занятость,https://tyumen.hh.ru/vacancy/39602278
Челябинск,One Inc. Russia,,13 октября 2020," Компания One Inc основана в 2006 году в США, в России мы существуем с 2010 года. Мы разрабатываем экосистему продуктов в области InsurTech для рынка США. Наши продукты автоматизируют работу страховых компаний: выписка страховки, процессинг платежей, управление агентствами, аналитика, CRM и другие. В этой области - масса нюансов: особенности законодательства в каждом штате, различающаяся логика выписки страховки у вендоров, классические офлайн офисы и self-driving cars, различающиеся схемы хостинга. Эти нюансы делают работу сложной и заставляют непрерывно учиться новому. Американский офис в Фолсоме, в паре часов езды от Кремниевой долины (штат Калифорния). В России представлены в Новосибирске, Челябинске и Краснодаре. Будем рады принять в команду как опытных тестировщиков, так и любознательных новичков и обеспечить их сложными и интересными задачами. Важно, чтобы было желание развиваться в сторону автоматизации. КАК МЫ РАБОТАЕМ: Минимум бюрократии, плоская структура. Быстро адаптируемся под текущие реалии, пробуем новое. Зрелые процессы, практикуем Agile. Надежный процесс код ревью. Используем Crucible. Полноценное автоматизированное и ручное тестирование. В каждой команде - 1-2 инженера-тестировщика. Над инфраструктурой работает выделенная команда автоматизаторов. Полноценная команда SRE (DevOps) и, как следствие, полный порядок с CI/CD. Наш бизнес растёт, и сейчас нам не хватает в команду Тестировщика. ЗАДАЧИ: Будущему коллеге предстоит заниматься глубоким мануальным тестированием. Функциональным, тестированием производительности, интерфейса, кроссплатформенным. Тестировать предстоит WEB, API, BI-кубы, сервисы репортинга. Помимо непосредственно тестирования, предстоит работать с тестовой документацией. Писать, поддерживать порядок и участвовать в улучшении процессов. ЧТО МЫ ПРЕДЛАГАЕМ: Отличная команда. Наша самая большая ценность и наша гордость. Большой, сложный, интересный, успешный продукт (.NET, ASP.NET Core, SQL, Angular). Возможность приносить пользу - наши продукты делают жизнь людей легче и проще. Гибкий график, отличные бенефиты - уютные офисы, перекусы и кофе, частичная компенсация спорта, ДМC, белая ЗП, отпуск 28 дней. ТРЕБОВАНИЯ: Ключевые критерии, по которым мы поймём, что это тот самый человек: хорошая база, релевантный опыт и умение учиться новому. В случае QA-инженера хорошая база будет включать в себя: Основы и методы тестирования; SQL; Английский, чтобы работать с системой, читать документацию и, при необходимости, общаться по почте с американскими коллегами. У нас большие планы по развитию наших продуктов и компании в целом. И QA-инженер занимает в них важное место. Присоединяйся! ",,3–6 лет,QA engineer/Тестировщик (middle/senior),,,,гибкий график,,Полная занятость,https://tyumen.hh.ru/vacancy/39675381
посёлок Новый Кременкуль,РИФАРМ,,14 октября 2020," Обязанности: - Изучает бизнес-процессы на предмет автоматизации - Участвует в интервьюировании пользователей информационных систем на предмет изучения текущих принципов организации хода процессов (в том числе с точки зрения функционирования информационных систем) - Изучает и систематизирует документацию по проекту в части выделения процессов, подлежащих автоматизации. - Готовит документацию по описанию сущностей, взаимосвязей и процессов предметной области с использованием специальных нотаций. - Участвует в постановке задач и разработке технического задания. - Собирает, анализирует и документирует функциональные требования к программному обеспечению. - Подготавливает схемы тестирования функционала для выявления отклонений от сформулированных бизнес-требований и функциональных требований. - Тестирует прототип разрабатываемой системы. - Обучает пользователей системы. - Анализирует риски и причины возникновения ошибок при разработке систем. Требования: Высшее образование ( Физ-мат., математич. анализ и моделирование, информационные системы, управление проектами ) Аналитический склад ума, системное мышление Уверенный пользователь ПК Высокая работоспособность, креативность, инициативность, внимательность, самостоятельность, ориентированность на результат, ответственность, желание и умение находить общий язык с пользователями Умение работать с базами данных, оперировать большими объемами данных Умение применять современные методы прогнозирования, планирования Условия: З/пл высокая, обговаривается при собеседовании Адрес офиса Компании и места работы: пос. Новый Кременкуль, ул. Центральная, 2 — здание «Рифарм». До нас можно добраться следующим образом: 1. Если Вы поедете на автомобиле: от ул. С. Юлаева по Новоградскому тракту в сторону М-5 (направление Парковый-2), до указателя «Разворот» на Кременкуль, съехать с трассы и на первом перекрестке влево до шлагбаума территории «Рифарм» 2. Если Вы поедете на общественном транспорте:От ул. Чичерина (ТК ""Прииск"") маршрутки: №213, 248 и др. (в сторону пос. Кременкуль) до остановки «Рифарм» (6 минут езды). Там выходите, переходите дорогу к зданию ""Рифарм"", вход с торца. ",,не требуется,Системный аналитик,,,,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39612313
Магнитогорск,ТЕЛЕКОНТАКТ,"трудоустройство по ТК РФ (оплата больничных и отпусков);,оплачиваемое обучение, тренинги профессионального и личностного развития;,удобный график 5/2 с плавающими выходными, рабочие смены в диапазоне с 11:00 до 20:00;,достойная з/п (фиксированный оклад 20700 до вычета налога + премия, совокупный доход до 32 700 рублей);,возможность карьерного роста уже с 3-го месяца работы;,помощь в адаптации новых сотрудников.",13 октября 2020," Хочешь развиваться в банковской сфере? Телеконтакт совместно с крупнейшим банком России дает тебе такую возможность! Телеконтакт входит в ТОП-50 лучших работодателей России по версии HeadHunter. Мы приглашаем специалистов по продажам банковских продуктов. Функционал: звонки только действующим клиента банка (база уже есть, никого искать не нужно); консультирование клиентов по телефону по основным банковским продуктам и услугам; презентация продукта и его преимуществ; помощь клиенту в оформлении предварительной заявки на получение продукта. Условия: трудоустройство по ТК РФ (оплата больничных и отпусков); оплачиваемое обучение, тренинги профессионального и личностного развития; удобный график 5/2 с плавающими выходными, рабочие смены в диапазоне с 11:00 до 20:00; достойная з/п (фиксированный оклад 20700 до вычета налога + премия, совокупный доход до 32 700 рублей); возможность карьерного роста уже с 3-го месяца работы; помощь в адаптации новых сотрудников. Если ты: хочешь работать в дружном коллективе; стремишься к достижению лучших результатов для клиентов; хочешь оставаться самим собой, независимым и активным, и при этом работать в банковской сфере - ДЕЙСТВУЙ! Начни работу в одном из крупнейших контакт-центров России и СНГ! Самое время расти и развиваться! ",,не требуется,Специалист контактного центра,,32700,20700,полный день,"Активные продажи,Консультирование клиентов,Обучение персонала,Клиентоориентированность,Обучение и развитие",Полная занятость,https://tyumen.hh.ru/vacancy/38708224
Касли,завод стальной тары СТАЛТА,,9 октября 2020," Обязанности: Выполнение работ на станках с программным управлением Контроль точности изготовления деталей Контроль обработки поверхности деталей контрольно-измерительными приборами и инструментами Устранение мелких неполадок в работе инструмента и приспособлений Подналадка отдельных простых и средней сложности узлов и механизмов в процессе работы Требования: Знание технологических процессов и умение работать на станках с ЧПУ Умение пользоваться мерительным инструментом Опыт работы по профессии от 1 года Условия: трудоустройство по ТК РФ полная занятость Спецодежда, спецобувь и средства индивидуальной защиты питание за счет работодателя ",,1–3 года,Оператор станка с ЧПУ,,,39400,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39733510
Челябинск,Велес,"Работа вахтовым методом в г.Москве, Московской или Ярославской обл.;,Вахта 60/30;,График работы 6/1 по 12 часов ( час обед );,Работа в цехе ( цеха чистые и теплые);,Бесплатное проживание для иногородних;,Заселение в день приезда;,Своевременные выплаты заработной платы;,Авансирование до З/П каждые 2 недели: с 15 по 20 и с 30 по 5 каждого месяца;,Частичная компенсация проезда на вахту;,Мед.комиссия за счет работодателя;,Действует акция ""Приведи друга"";,Возможность повышения разрядности;,Возможен карьерный рост;,Место работы: г.Москва, Московская или Ярославская обл.",5 октября 2020," Обязанности: Работа на координатно - пробивном станке Prima Power. Стойки FANUC или SIEMENS. Написание простейших программ. Замена и наладка рабочего инструмента. Чтение чертежей Требования: От 4 разряда. Опыт работы. Запись в ТК или диплом об образовании. Условия: Работа вахтовым методом в г.Москве, Московской или Ярославской обл.; Вахта 60/30; График работы 6/1 по 12 часов ( час обед ); Работа в цехе ( цеха чистые и теплые); Бесплатное проживание для иногородних; Заселение в день приезда; Своевременные выплаты заработной платы; Авансирование до З/П каждые 2 недели: с 15 по 20 и с 30 по 5 каждого месяца; Частичная компенсация проезда на вахту; Мед.комиссия за счет работодателя; Действует акция ""Приведи друга""; Возможность повышения разрядности; Возможен карьерный рост; Место работы: г.Москва, Московская или Ярославская обл. ",,3–6 лет,Оператор станка с ЧПУ,"От 4 разряда.,Опыт работы.,Запись в ТК или диплом об образовании.",,75000,Вахтовый метод,Чтение чертежей,Полная занятость,https://tyumen.hh.ru/vacancy/39627894
Челябинск,Компьютерная компания,"Прозрачная система оплаты (сдельная ),График работы 5/2 + ненормированный рабочий день,Наш офис находится в Центральном районе города Челябинска на ул.Энтузиастов",14 октября 2020," Давайте познакомимся: Давайте познакомимся: компания Микос основана в 1992 году. Мы первыми в Челябинской области начали заниматься продажей и сопровождением программ “1С”. Мы ежемесячно обслуживаем более 1200 клиентов. В команде более 40 сотрудников. Наша цель: используя программы 1С, делать жизнь бухгалтера и руководителя в России более легкой, а работу компаний более эффективной. Мы являемся расширяющейся компанией, получившей признание в России, за счет многочисленных рекомендаций постоянных клиентов, что позволяет владельцам компании, всей компании и сотрудникам иметь достойный и увеличивающийся доход. На эту должность мы приглашаем тех из вас, кто уже имеет профильное образование или опыт работы в профильных сферах (бухгалтерский учет или программирование или системное администрирование) и нацелен на длительную работу в нашей компании. В течении первых 3 — 4 месяцев 4 часа в день вы будет работать как помощник менеджера по продажам (делать исходящие звонки постоянным и потенциальным клиентам), а 4 часа проходить обучение как программист 1С или консультант 1С (теория и практика). Перед началом обучения с Вами будет заключен договор о работе в нашей компании в течение не менее двух лет. Наш идеальный кандидат: Часто везет Трудолюбивый Легко изучает новое Упорный и настойчивый Дисциплинированный Наши ценности: Мы ценим сотрудников за результаты Мы любим, когда работа делается быстро и профессионально Мы любим учиться и использовать самое передовое и дающее хороший результат Мы стремимся к тому, чтобы клиент получил то , что мы обещали и даже немного больше Мы ценим соблюдение правил компании Мы ценим уважительное отношение сотрудников друг к другу и к клиентам Мы любим, когда сотрудники «растут» в компании и становятся профессионалами и (или) руководителями Что мы вам дадим: Возможность учиться и получить новую профессию Повышение своей квалификации в процессе работы Поддержку руководителя Поддержку коллектива Возможность расти не только профессионально, но и стать руководителем Возможность работать в дружелюбной и сплоченной команде Возможность роста в компании в течение первого года работы Что от Вас требуется: Быстро изучить программы 1С Стать квалифицированным программистом или консультантом по 1С Качественно оказывать услуги клиентам Один из школы начинающего программиста будет выбран для работы на телефонной линии консультации 1С Условия работы: Прозрачная система оплаты (сдельная ) График работы 5/2 + ненормированный рабочий день Наш офис находится в Центральном районе города Челябинска на ул.Энтузиастов И теперь, если Вы внимательно прочитали вакансию и хотите с нами работать — заполните анкету. После заполнения анкеты мы пригласим Вас на собеседование. ",,не требуется,Стажер-программист 1С,,45000,15000,полный день,"Консультирование,1C: Бухгалтерия,Работа в команде,Пользователь ПК,1С: Зарплата и управление персоналом,Грамотная речь,Бухгалтерский учет,1С: Предприятие 8,1С: Розница,1С программирование",Стажировка,https://tyumen.hh.ru/vacancy/39453646
